ID,UserID,MusicList
687e4cc0-dbcd-418d-bc73-157d66ce3228,f95b0f8e-17a8-4cab-93fc-c123116c219a,"['Tree use.', 'How.', 'Your hand.', 'Carry during.', 'Tell grow positive.', 'Brother standard.', 'People truth.', 'Half because every.', 'Trial successful.', 'Republican space collection.', 'Group prepare test.', 'Find remain easy.', 'Appear reach baby.', 'Whose interview.', 'Stage.']"
907c9cc0-e2b2-4494-a6c2-636fabb131d8,a207ad67-699c-4fdb-861b-9b6d95c3d48d,"['After simple from.', 'Million really.', 'Parent.', 'Idea movie main.', 'Lawyer.', 'Population authority yourself.', 'Establish network defense.', 'Own hot drug.', 'Year example.', 'Audience politics.', 'Join in operation.', 'Easy factor.', 'Generation standard.']"
73516c34-65ab-4b75-a31d-a5ef2df9fae9,077e0a45-9716-4a23-919d-ea259849c33d,"['Last sister partner worker.', 'Idea himself give.', 'Agency blue which head.', 'Bill money.', 'System task other.', 'Sport establish middle.', 'Him human.', 'Eye style serious.', 'Player artist relate.', 'Tax already.', 'Benefit rock.']"
1a4395f2-a499-42e4-978f-84bc1bb801cb,170d5567-e918-4948-9489-a04c1bdfa025,"['Standard know adult.', 'Artist help.', 'Agreement likely now.', 'Travel great whether.', 'Hot support.', 'Democratic continue past agreement.', 'Note indicate act.', 'Indeed.']"
46ddecf5-b2ee-4c69-895a-119586e649d1,a3c86790-3254-4f07-9da1-b50281013754,"['Third account agency.', 'Woman thank food.', 'Page real.', 'Really behind.', 'Enter similar.', 'Nor throw south.', 'Practice base.', 'Different red.', 'Issue shoulder clear.', 'Garden bill probably.']"
53e4244e-3506-43cb-8de5-bb03723470ec,8a42f3a7-a829-4c1f-a06d-b82382f61870,"['Believe type half.', 'Professional.', 'Seat organization of.', 'Activity between.', 'Drive up.', 'Factor man.', 'Leave.', 'Human produce right.', 'System party fish.', 'Picture rise enjoy.', 'Key continue.', 'Maybe.', 'Try matter.', 'High tonight.', 'Determine image technology.']"
dd0143b1-2160-4908-9381-174df39875a8,34196ccf-ef60-4b25-b906-2bc2e0c4ee26,"['Accept toward man.', 'Where fight can.', 'Like provide.', 'Range interest.', 'Away.', 'Condition thank wait spend.', 'If majority.', 'Anyone doctor building.', 'Notice.', 'Whether report.', 'Attack fast.', 'Or be collection base.', 'Form able upon.', 'New leave skill.', 'Scene third.']"
5aa9c068-7d8e-4ec7-9df5-95e8a5f18141,5b12bf94-6642-46f8-863b-5735fb2af02c,"['Movement Mr.', 'Health character.', 'Attorney American smile.', 'Everyone north executive.', 'Heart company.', 'Crime month.', 'Recognize interest customer least.', 'Fight foot.', 'Tell what.', 'Agency help.', 'Either agreement.']"
edc79f7a-1957-4328-893b-58e6cc9b9fe2,5b12bf94-6642-46f8-863b-5735fb2af02c,"['Member staff.', 'Reality and wife dark.', 'System eat.', 'Ahead she child recently.', 'Land more.', 'Force him organization hot.', 'Discover hit opportunity.', 'How executive end.', 'Go stock.', 'Shoulder season.', 'Meeting wide save.', 'Meeting always.', 'Money collection list.', 'Threat.', 'Manager suddenly by.']"
1db7e07a-7f8d-4b00-9afd-3eb551f8e895,91d1a2ab-ea5b-4542-9a14-162401354dcd,"['Perform campaign.', 'Add.', 'Laugh arm magazine.', 'Magazine region party.', 'Officer.', 'Country story.', 'Man be lose.', 'Beat stage art.', 'Last sea.', 'Agreement industry teacher.', 'Behavior.', 'Happen push difficult.']"
7bf8dca6-ad81-4d93-b9df-3e41f577f52a,077e0a45-9716-4a23-919d-ea259849c33d,"['Dinner safe career.', 'Near letter.', 'Culture attention mean.', 'End factor now any.', 'Painting remember.', 'Try let.', 'Such.', 'Nature together simple.', 'Anything anyone quality.', 'Happy but apply.']"
56a4cf79-06ad-42a0-9b70-df12a3391abb,490cb836-2ccb-475c-8515-2068e5731600,"['Few popular.', 'Nothing bag.', 'Make.', 'Single keep.', 'Up.']"
48a6e342-cb8a-47c9-93ec-e77e830311a2,5b12bf94-6642-46f8-863b-5735fb2af02c,"['Represent hope.', 'Pass board help discussion.', 'Boy south.', 'Leave vote plant.', 'Give move.', 'Worker save would.', 'Beat else have.']"
47b74988-f311-4f97-8001-e16d4b75d1a6,29882b1a-f70a-411a-a02f-04705736c311,"['World section watch.', 'Field watch available perform.', 'Option it.', 'Debate lose analysis.', 'Cause.']"
ebd4f5f1-91cb-4d0c-a431-819476da62b0,8e27bd03-b57e-4778-82c5-ab770b666a06,"['Past onto.', 'Everyone energy middle.', 'Up finish serve.', 'Bank property.', 'Hold set.', 'Partner would course your.', 'Two area.', 'When.', 'Find anything.', 'Ahead relationship marriage.', 'End store.']"
bfb1df68-9ad0-4bd4-bc9d-5eaffe7776d0,aeb7abd8-d2f9-454b-9605-d2500ba38525,"['Together would name.', 'Word marriage.', 'Smile article attention.', 'Direction grow form.', 'Floor.', 'Still nature reduce Republican.', 'Market structure help.', 'Trial.', 'Military low.', 'Fire wear her.', 'Admit which.', 'Itself.', 'Face not.', 'Policy.', 'Relate report actually.']"
4464d62d-039d-4346-ad87-1816d69ced35,077e0a45-9716-4a23-919d-ea259849c33d,"['Cultural fill watch.', 'Government three.', 'Source participant free.', 'Party capital question.', 'Unit create west.', 'Food thus debate.', 'Apply yourself attention sing.', 'Statement affect.', 'Sound without meet.']"
1985c7a0-c8a4-4b1f-a601-e3176abfbb37,80a8c9cd-4ce8-4290-b08c-2dad0912d5e4,"['Treatment goal.', 'Bit ready.', 'Politics condition citizen.', 'International some.', 'Scene hospital management.']"
18d43353-8afa-4356-9fc9-a60728be7324,faf29034-ef30-428b-b632-e7017cc83183,"['Line probably.', 'Politics suffer coach eye.', 'Certain lay.', 'Board role soon.', 'Feel general.', 'Yes source federal.', 'Discussion still.', 'Draw young.', 'Family else learn.']"
f44fa73f-3e37-4061-a3b0-e0cd69286cd6,77a4ca9f-be77-4c5b-a50e-d361f7b6f0c8,"['Expect material.', 'Allow let.', 'Senior job remember.', 'Land real garden.', 'Final book.', 'Mind couple mouth.', 'Couple nature best.', 'Hear yes likely.', 'Staff.']"
17147ced-8ec0-4df2-9155-110cd10f2807,94ff531b-2f8d-4b1d-b035-141e871c481d,"['Early.', 'People today place.', 'Including knowledge.', 'Compare line.', 'Room skill.', 'The simple.', 'Leader degree heart.', 'Long fight high.', 'Defense.', 'Bar third floor.']"
f1ea23cf-5c89-45af-999b-eaebc8af8f25,69edefef-532f-46cb-8ac0-1b95bfb7fb56,"['Art pick drive later.', 'Movie onto.', 'Energy with really.', 'Decade doctor.', 'Give human.', 'Discussion successful lay.', 'Condition now.']"
013dad63-443c-4cbf-a0a5-ff65dd798063,a207ad67-699c-4fdb-861b-9b6d95c3d48d,"['Really computer.', 'Child message.', 'Rate bit indicate.', 'Ground check decide.', 'A training.', 'Treat course beat.', 'Lose.', 'Again black identify.', 'Nor represent well.', 'Run see agent light.', 'Speech together.', 'Rate.']"
bf4edefe-e1d5-41ef-a05b-be340eabad6b,8e27bd03-b57e-4778-82c5-ab770b666a06,"['Middle street.', 'Those study.', 'According such difference.', 'Age miss.', 'Situation none.', 'Available future.']"
4ed10a30-415a-464f-b0be-5d74318bccc9,454baa8e-5dcf-443a-b0eb-312f00f4357e,"['Southern art.', 'Rate cup help.', 'Determine face.', 'Else work case.', 'Scientist drive.', 'View live boy.', 'And either.', 'Whom side may.', 'Mission television.', 'New with Mr.', 'Central leader themselves.', 'Per away address.', 'Student nor or.']"
9478e986-a4f7-4666-9c83-4be17e316193,4fe15037-062e-4fb7-9b90-e6fb78cc18c7,"['Ago.', 'Everyone help degree.', 'Four onto tend.', 'Industry manager national.', 'Case then mean.', 'Imagine general development.', 'Expert performance against.', 'Industry investment.', 'Stop.', 'Recently again look.', 'Represent skin.', 'Support although report.']"
14f8931f-1738-40fa-ac36-1889d1708e28,e9d80a52-8ed9-48ce-a0f8-149a779c3ad9,"['Lose walk interest.', 'Vote here.', 'Relationship method.', 'This information.', 'Against traditional.', 'Sport assume shoulder.', 'Late message.', 'Executive start.', 'Minute Republican.', 'Life north.']"
